sep=;
type;sourcename;sourceversion;device;unit;creationdate;startdate;enddate;value
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 08:40:56 +0300;2023-08-07 07:42:06 +0300;2023-08-07 08:40:43 +0300;71.98
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 08:55:55 +0300;2023-08-07 08:40:43 +0300;2023-08-07 08:55:10 +0300;17.795
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 10:36:57 +0300;2023-08-07 08:55:10 +0300;2023-08-07 09:55:10 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 10:36:57 +0300;2023-08-07 09:55:10 +0300;2023-08-07 10:36:36 +0300;50.879
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 10:52:47 +0300;2023-08-07 10:36:36 +0300;2023-08-07 10:36:47 +0300;0.209
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 11:34:27 +0300;2023-08-07 10:36:47 +0300;2023-08-07 11:33:06 +0300;69.154
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 11:49:16 +0300;2023-08-07 11:33:06 +0300;2023-08-07 11:48:08 +0300;21.481
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 12:03:10 +0300;2023-08-07 11:48:08 +0300;2023-08-07 11:51:23 +0300;4.859
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 15:43:45 +0300;2023-08-07 11:51:23 +0300;2023-08-07 12:51:23 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 15:43:45 +0300;2023-08-07 12:51:23 +0300;2023-08-07 13:51:23 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 15:43:45 +0300;2023-08-07 13:51:23 +0300;2023-08-07 14:51:23 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 15:43:45 +0300;2023-08-07 14:51:23 +0300;2023-08-07 15:43:32 +0300;64.027
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 15:59:43 +0300;2023-08-07 15:43:32 +0300;2023-08-07 15:50:43 +0300;10.216
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 17:13:16 +0300;2023-08-07 15:50:43 +0300;2023-08-07 16:50:43 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 17:13:16 +0300;2023-08-07 16:50:43 +0300;2023-08-07 17:12:56 +0300;27.282
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 17:29:06 +0300;2023-08-07 17:12:56 +0300;2023-08-07 17:13:06 +0300;0.209
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 17:47:03 +0300;2023-08-07 17:13:06 +0300;2023-08-07 17:45:56 +0300;40.297
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 18:02:06 +0300;2023-08-07 17:45:56 +0300;2023-08-07 18:00:38 +0300;21.193
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 18:15:38 +0300;2023-08-07 18:00:38 +0300;2023-08-07 18:13:58 +0300;17.508
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 18:28:59 +0300;2023-08-07 18:13:58 +0300;2023-08-07 18:26:57 +0300;17.954
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 18:41:58 +0300;2023-08-07 18:26:57 +0300;2023-08-07 18:41:08 +0300;19.631
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 18:56:09 +0300;2023-08-07 18:41:08 +0300;2023-08-07 18:51:44 +0300;13.271
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 19:07:44 +0300;2023-08-07 18:51:44 +0300;2023-08-07 19:06:16 +0300;17.83
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 19:21:29 +0300;2023-08-07 19:06:16 +0300;2023-08-07 19:21:08 +0300;18.258
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 19:36:09 +0300;2023-08-07 19:21:08 +0300;2023-08-07 19:22:30 +0300;1.677
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 20:37:19 +0300;2023-08-07 19:22:30 +0300;2023-08-07 20:22:30 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 20:53:01 +0300;2023-08-07 20:22:30 +0300;2023-08-07 20:37:21 +0300;18.236
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 21:04:56 +0300;2023-08-07 20:37:21 +0300;2023-08-07 21:03:51 +0300;32.535
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 21:20:02 +0300;2023-08-07 21:03:51 +0300;2023-08-07 21:04:53 +0300;1.256
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 21:23:29 +0300;2023-08-07 21:04:53 +0300;2023-08-07 21:22:09 +0300;21.198
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 21:38:19 +0300;2023-08-07 21:22:09 +0300;2023-08-07 21:22:19 +0300;0.209
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 22:12:27 +0300;2023-08-07 21:22:19 +0300;2023-08-07 22:11:43 +0300;60.647
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 22:27:53 +0300;2023-08-07 22:11:43 +0300;2023-08-07 22:26:27 +0300;18.418
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-07 22:41:28 +0300;2023-08-07 22:26:27 +0300;2023-08-07 22:36:32 +0300;12.847
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 01:12:56 +0300;2023-08-07 22:36:32 +0300;2023-08-07 23:36:32 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 01:12:56 +0300;2023-08-07 23:36:32 +0300;2023-08-08 00:36:32 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 01:12:56 +0300;2023-08-08 00:36:32 +0300;2023-08-08 01:12:35 +0300;44.269
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 01:28:46 +0300;2023-08-08 01:12:35 +0300;2023-08-08 01:12:46 +0300;0.209
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 01:12:46 +0300;2023-08-08 02:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 02:12:46 +0300;2023-08-08 03:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 03:12:46 +0300;2023-08-08 04:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 04:12:46 +0300;2023-08-08 05:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 05:12:46 +0300;2023-08-08 06:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 06:12:46 +0300;2023-08-08 07:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 07:12:46 +0300;2023-08-08 08:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 08:12:46 +0300;2023-08-08 09:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 09:12:46 +0300;2023-08-08 10:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 10:12:46 +0300;2023-08-08 11:12:46 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:07:25 +0300;2023-08-08 11:12:46 +0300;2023-08-08 12:07:12 +0300;66.853
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:23:23 +0300;2023-08-08 12:07:12 +0300;2023-08-08 12:07:23 +0300;0.209
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 12:47:21 +0300;2023-08-08 12:07:23 +0300;2023-08-08 12:46:00 +0300;47.429
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 13:02:11 +0300;2023-08-08 12:46:00 +0300;2023-08-08 13:01:03 +0300;21.279
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 13:16:04 +0300;2023-08-08 13:01:03 +0300;2023-08-08 13:04:38 +0300;5.344
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 14:35:29 +0300;2023-08-08 13:04:38 +0300;2023-08-08 14:04:38 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 14:35:29 +0300;2023-08-08 14:04:38 +0300;2023-08-08 14:35:08 +0300;37.446
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 14:51:19 +0300;2023-08-08 14:35:08 +0300;2023-08-08 14:35:59 +0300;1.047
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 14:56:21 +0300;2023-08-08 14:35:59 +0300;2023-08-08 14:55:18 +0300;23.712
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 15:11:29 +0300;2023-08-08 14:55:18 +0300;2023-08-08 15:06:04 +0300;14.078
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 17:17:26 +0300;2023-08-08 15:06:04 +0300;2023-08-08 16:06:04 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 17:17:26 +0300;2023-08-08 16:06:04 +0300;2023-08-08 17:06:04 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 17:33:11 +0300;2023-08-08 17:06:04 +0300;2023-08-08 17:17:21 +0300;13.844
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 18:19:25 +0300;2023-08-08 17:17:21 +0300;2023-08-08 18:17:21 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 18:34:12 +0300;2023-08-08 18:17:21 +0300;2023-08-08 18:32:23 +0300;22.628
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 18:48:34 +0300;2023-08-08 18:32:23 +0300;2023-08-08 18:43:04 +0300;14.592
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 18:59:05 +0300;2023-08-08 18:43:04 +0300;2023-08-08 18:57:51 +0300;18.621
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 19:12:52 +0300;2023-08-08 18:57:51 +0300;2023-08-08 19:11:42 +0300;20.952
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 19:26:43 +0300;2023-08-08 19:11:42 +0300;2023-08-08 19:26:24 +0300;18.308
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 19:41:24 +0300;2023-08-08 19:26:24 +0300;2023-08-08 19:36:52 +0300;13.046
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 20:33:14 +0300;2023-08-08 19:36:52 +0300;2023-08-08 20:31:54 +0300;67.567
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 20:48:04 +0300;2023-08-08 20:31:54 +0300;2023-08-08 20:32:04 +0300;0.209
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 21:40:04 +0300;2023-08-08 20:32:04 +0300;2023-08-08 21:32:04 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 21:54:44 +0300;2023-08-08 21:32:04 +0300;2023-08-08 21:38:54 +0300;8.383
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 22:02:40 +0300;2023-08-08 21:38:54 +0300;2023-08-08 22:01:38 +0300;27.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 22:17:48 +0300;2023-08-08 22:01:38 +0300;2023-08-08 22:01:58 +0300;0.418
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 22:53:00 +0300;2023-08-08 22:01:58 +0300;2023-08-08 22:51:53 +0300;61.276
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-08 23:08:03 +0300;2023-08-08 22:51:53 +0300;2023-08-08 22:54:37 +0300;3.552
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-09 14:13:11 +0300;2023-08-08 22:54:37 +0300;2023-08-08 23:54:37 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-09 14:13:11 +0300;2023-08-08 23:54:37 +0300;2023-08-09 00:54:37 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-09 14:13:11 +0300;2023-08-09 00:54:37 +0300;2023-08-09 01:54:37 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-09 14:13:11 +0300;2023-08-09 01:54:37 +0300;2023-08-09 02:54:37 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-09 14:13:11 +0300;2023-08-09 02:54:37 +0300;2023-08-09 03:54:37 +0300;73.668
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5.1;<<HKDevice: 0x2837d26c0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5.1>;kcal;2023-08-09 14:13:11 +0300;2023-08-09 03:54:37 +0300;2023-08-09 04:54:37 +0300;73.668
