sep=;
type;sourcename;sourceversion;device;unit;creationdate;startdate;enddate;value
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 19:41:03 +0300;2023-06-12 19:12:39 +0300;2023-06-12 19:40:48 +0300;34.683
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 20:00:23 +0300;2023-06-12 19:40:48 +0300;2023-06-12 19:55:43 +0300;21.756
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 20:17:35 +0300;2023-06-12 19:55:43 +0300;2023-06-12 19:59:16 +0300;4.632
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 20:17:35 +0300;2023-06-12 19:59:16 +0300;2023-06-12 20:14:39 +0300;21.667
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 20:31:11 +0300;2023-06-12 20:14:39 +0300;2023-06-12 20:17:23 +0300;3.832
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 20:32:32 +0300;2023-06-12 20:17:23 +0300;2023-06-12 20:32:28 +0300;21.028
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 20:47:28 +0300;2023-06-12 20:32:28 +0300;2023-06-12 20:47:23 +0300;19.827
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 21:05:21 +0300;2023-06-12 20:47:23 +0300;2023-06-12 21:04:34 +0300;24.745
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 21:21:08 +0300;2023-06-12 21:04:34 +0300;2023-06-12 21:04:44 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 21:21:09 +0300;2023-06-12 21:04:44 +0300;2023-06-12 21:20:47 +0300;21.03
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 21:41:44 +0300;2023-06-12 21:20:47 +0300;2023-06-12 21:34:23 +0300;16.756
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 21:55:26 +0300;2023-06-12 21:34:23 +0300;2023-06-12 21:40:04 +0300;7
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 22:12:54 +0300;2023-06-12 21:40:04 +0300;2023-06-12 21:41:37 +0300;1.893
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 22:30:25 +0300;2023-06-12 21:41:37 +0300;2023-06-12 22:24:03 +0300;52.278
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 22:40:58 +0300;2023-06-12 22:24:03 +0300;2023-06-12 22:26:14 +0300;2.822
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 23:05:01 +0300;2023-06-12 22:26:14 +0300;2023-06-12 23:03:48 +0300;46.276
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 23:21:02 +0300;2023-06-12 23:03:48 +0300;2023-06-12 23:17:57 +0300;17.425
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 23:40:34 +0300;2023-06-12 23:17:57 +0300;2023-06-12 23:36:58 +0300;23.426
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-12 23:54:39 +0300;2023-06-12 23:36:58 +0300;2023-06-12 23:50:33 +0300;16.928
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 00:07:31 +0300;2023-06-12 23:50:33 +0300;2023-06-13 00:05:36 +0300;19.13
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 00:20:51 +0300;2023-06-13 00:05:36 +0300;2023-06-13 00:06:06 +0300;0.831
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 00:21:07 +0300;2023-06-13 00:06:06 +0300;2023-06-13 00:19:08 +0300;18.912
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 00:41:09 +0300;2023-06-13 00:19:08 +0300;2023-06-13 00:20:00 +0300;1.318
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 01:25:43 +0300;2023-06-13 00:20:00 +0300;2023-06-13 01:20:00 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 01:40:55 +0300;2023-06-13 01:20:00 +0300;2023-06-13 01:24:59 +0300;6.486
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 01:43:45 +0300;2023-06-13 01:24:59 +0300;2023-06-13 01:35:05 +0300;13.954
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 02:09:25 +0300;2023-06-13 01:35:05 +0300;2023-06-13 01:45:22 +0300;12.878
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 01:45:22 +0300;2023-06-13 02:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 02:45:22 +0300;2023-06-13 03:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 03:45:22 +0300;2023-06-13 04:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 04:45:22 +0300;2023-06-13 05:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 05:45:22 +0300;2023-06-13 06:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 06:45:22 +0300;2023-06-13 07:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 07:45:22 +0300;2023-06-13 08:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 08:45:22 +0300;2023-06-13 09:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 09:45:22 +0300;2023-06-13 10:45:22 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:17:42 +0300;2023-06-13 10:45:22 +0300;2023-06-13 11:16:48 +0300;38.703
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:32:58 +0300;2023-06-13 11:16:48 +0300;2023-06-13 11:31:47 +0300;20.555
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 11:47:48 +0300;2023-06-13 11:31:47 +0300;2023-06-13 11:38:48 +0300;10.759
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 14:50:37 +0300;2023-06-13 11:38:48 +0300;2023-06-13 12:38:48 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 14:50:37 +0300;2023-06-13 12:38:48 +0300;2023-06-13 13:38:48 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 14:50:37 +0300;2023-06-13 13:38:48 +0300;2023-06-13 14:38:48 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 15:06:17 +0300;2023-06-13 14:38:48 +0300;2023-06-13 14:50:27 +0300;14.346
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 15:14:42 +0300;2023-06-13 14:50:27 +0300;2023-06-13 15:13:21 +0300;28.219
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 15:31:14 +0300;2023-06-13 15:13:21 +0300;2023-06-13 15:13:31 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 16:43:27 +0300;2023-06-13 15:13:31 +0300;2023-06-13 16:13:31 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 16:43:27 +0300;2023-06-13 16:13:31 +0300;2023-06-13 16:43:06 +0300;36.436
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 16:59:17 +0300;2023-06-13 16:43:06 +0300;2023-06-13 16:43:16 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:06:06 +0300;2023-06-13 16:43:16 +0300;2023-06-13 17:43:16 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:06:06 +0300;2023-06-13 17:43:16 +0300;2023-06-13 18:43:16 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:06:06 +0300;2023-06-13 18:43:16 +0300;2023-06-13 19:43:16 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:06:06 +0300;2023-06-13 19:43:16 +0300;2023-06-13 20:05:45 +0300;27.69
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:26:38 +0300;2023-06-13 20:05:45 +0300;2023-06-13 20:05:55 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:42:24 +0300;2023-06-13 20:05:55 +0300;2023-06-13 20:41:03 +0300;43.273
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 20:57:13 +0300;2023-06-13 20:41:03 +0300;2023-06-13 20:41:13 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 21:29:34 +0300;2023-06-13 20:41:13 +0300;2023-06-13 21:25:48 +0300;54.912
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 21:42:17 +0300;2023-06-13 21:25:48 +0300;2023-06-13 21:27:30 +0300;2.37
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 21:46:41 +0300;2023-06-13 21:27:30 +0300;2023-06-13 21:32:38 +0300;7.776
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 22:11:18 +0300;2023-06-13 21:32:38 +0300;2023-06-13 22:01:03 +0300;35.007
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 22:23:23 +0300;2023-06-13 22:01:03 +0300;2023-06-13 22:01:14 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 22:26:59 +0300;2023-06-13 22:01:14 +0300;2023-06-13 22:09:16 +0300;9.906
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 22:29:49 +0300;2023-06-13 22:09:16 +0300;2023-06-13 22:29:00 +0300;24.307
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 22:45:10 +0300;2023-06-13 22:29:00 +0300;2023-06-13 22:29:41 +0300;0.908
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 22:52:11 +0300;2023-06-13 22:29:41 +0300;2023-06-13 22:50:58 +0300;26.215
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 23:07:08 +0300;2023-06-13 22:50:58 +0300;2023-06-13 23:04:18 +0300;16.552
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 23:19:18 +0300;2023-06-13 23:04:18 +0300;2023-06-13 23:16:57 +0300;15.574
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 23:31:58 +0300;2023-06-13 23:16:57 +0300;2023-06-13 23:31:08 +0300;17.535
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-13 23:46:42 +0300;2023-06-13 23:31:08 +0300;2023-06-13 23:46:11 +0300;19.72
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 00:12:18 +0300;2023-06-13 23:46:11 +0300;2023-06-13 23:52:30 +0300;9.248
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 00:19:16 +0300;2023-06-13 23:52:30 +0300;2023-06-14 00:18:01 +0300;31.426
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 00:36:39 +0300;2023-06-14 00:18:01 +0300;2023-06-14 00:18:11 +0300;0.21
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 00:43:37 +0300;2023-06-14 00:18:11 +0300;2023-06-14 00:43:24 +0300;31.055
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 00:59:34 +0300;2023-06-14 00:43:24 +0300;2023-06-14 00:54:41 +0300;13.895
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 01:55:45 +0300;2023-06-14 00:54:41 +0300;2023-06-14 01:47:04 +0300;64.538
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 02:02:58 +0300;2023-06-14 01:47:04 +0300;2023-06-14 02:01:33 +0300;18.124
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 02:17:40 +0300;2023-06-14 02:01:33 +0300;2023-06-14 02:17:27 +0300;21.233
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 02:33:37 +0300;2023-06-14 02:17:27 +0300;2023-06-14 02:26:48 +0300;12.186
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 03:04:10 +0300;2023-06-14 02:26:48 +0300;2023-06-14 03:03:03 +0300;44.64
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 03:21:34 +0300;2023-06-14 03:03:03 +0300;2023-06-14 03:15:06 +0300;16.231
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 16:56:33 +0300;2023-06-14 03:15:06 +0300;2023-06-14 04:15:06 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 16:56:33 +0300;2023-06-14 04:15:06 +0300;2023-06-14 05:15:06 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 16:56:33 +0300;2023-06-14 05:15:06 +0300;2023-06-14 06:15:06 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 16:56:33 +0300;2023-06-14 06:15:06 +0300;2023-06-14 07:15:06 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 16:56:33 +0300;2023-06-14 07:15:06 +0300;2023-06-14 08:15:06 +0300;73.911
HKQuantityTypeIdentifierBasalEnergyBurned;Denizhan iPhone (2);16.5;<<HKDevice: 0x2837dab70>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,7, software:16.5>;kcal;2023-06-14 16:56:33 +0300;2023-06-14 08:15:06 +0300;2023-06-14 09:15:06 +0300;73.911
